PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
337.1,36,stone,ka¹lu̠H,"ka⁵⁵lə̠³³,ka⁵⁵lə̠³³tsʰɿ³³","kɑ⁵⁵lo³³, lo̠³³tsʰɿ²¹",kɑ⁵⁵lo̠³³,ka⁵⁵lo̠³³,ka⁵⁵lo̠³³tsʰɿ̠³³,ka⁵⁵lo̠̠³³,qɑ⁵⁵lo̠³³,lu⁴⁴tsʰɿ⁴⁴,lu³³dɛ˞²¹,lu³³tsʰɿ³³,ko³³lo³³,ku⁵⁵lu³³,lu³³tsʰɿ⁵⁵,ka⁵⁵lɔ³³,ɣɛ˞̠³³ʔø³³,a⁵⁵lo³³kʰɛ³³,o²⁴lu³³kʰɛ³³,kou⁵⁵lu⁵⁵,kou⁵⁵lu⁵⁵,,石头,三个,ʔ-rakᶫ,*k-lokL & *C-rakL,k,a,1
334,37,sand,ʃa³,ʂa³³tsɿ³³,xɑ²¹tʂɛ³³,sɑ³³tsɿ³³,ĩ²¹kʰɨ²¹ʂa³³,,ka⁵⁵lo̠̠³³m̩³³,qɑ⁵⁵lo̠³³kʉ⁵⁵za²¹,lu⁴⁴tsʰɿ⁴⁴mu³³,ʂa³³tsɿ³³,ʂa³³,ʂa³³,sɔ³³tsɿ³³,sɔ⁵⁵tsɿ³³,sa³³tsɿ³³,ɣɛ˞̠³³ʂa³³,a⁵⁵lu³³sei³³,"sa⁵⁵i²¹ɕɛ²¹, sa⁵⁵ɕɛ²¹",ɕa³³,ɕa³³,,沙,三堆,,*say²,ʃ,a,3
329,38,fire,a¹to̠ᶫ,a⁵⁵to̠²¹,ɑ⁵⁵to̠²¹,ɑ⁵⁵to̠²¹,a⁵⁵to̠²¹,a⁵⁵to̠²¹,a⁵⁵to̠̠̠²¹,a⁵⁵to̠²¹,a⁴⁴tu⁵⁵,a³³tu⁵³,a²²tu⁵³,"a⁵⁵to²¹, a⁴⁴to⁵³",a⁵⁵tu̠⁵²,a⁵⁵tu̠²¹,a⁵⁵tɔ⁴²,a³³tu³³,a⁵⁵toʔ²¹,a²⁴tu̠ʔ³¹,a⁵⁵tu⁵⁵,a⁵⁵tu⁵⁵,,火,三堆,s/ʔ-mey²,*C-mi²,t,o̠,L
330,39,flame,a¹to̠ᶫʔly¹,a⁵⁵to̠²¹ʔly⁵⁵,ɑ⁵⁵to̠²¹ly⁵⁵,ɑ⁵⁵to̠²¹ly⁵⁵,a⁵⁵to̠²¹ʔny⁵⁵,a⁵⁵to̠̠̠²¹ly⁵⁵,a⁵⁵to̠̠̠²¹ny⁵⁵,a⁵⁵to̠²¹ly⁵⁵,a⁴⁴tu⁵⁵ba³³,a³³tu⁴³pʰe⁵³,a²²tu⁵⁵ly³³,,a⁵⁵tu̠⁵²lə⁵⁵,a⁵⁵tu̠²¹ly⁵⁵,a⁵⁵tɔ⁴²lə²⁴,a³³tu³³li⁵³,a⁵⁵to²¹lə⁵⁵,a²⁴tu̠³¹xə²¹,a⁵⁵tu⁵⁵pʰai⁵⁵,a⁵⁵tu⁵⁵pʰai⁵⁵,,火焰,很大,,*ʔ-lam¹,ʔl,y,1
333,40,smoke,ʔmu²kʰo²se̠ᶫ,ŋ̩²¹kʰə̤²¹,ŋ̩²¹kʰv̩²¹,ɑ⁵⁵to̠²¹kʰv̩²¹sɿ²¹,ŋ̩²¹kʰv̩²¹,ŋ̩²¹kʰv̩²¹siɛ̠²¹,ŋ̩²¹kᶠʰə²¹,kʰə²¹sɿ²¹,n̩²¹kᶠʰɨ²¹,a³³tu⁵³ŋ̩²¹kʰo²¹,mɨ²¹kʰv̩²¹,ŋ̩²¹kʰv̩²¹,mi³³kʰə²¹sei⁴²,mi³³kʰɤ̪²¹,kʰɤ̪˞²¹sɿ²¹,kʰv˞²¹mɤ̪²¹,ŋ̩²¹kɨ²¹sɿ²¹,a²⁴tu̠³¹ai²¹,mi⁵⁵kʰɔ̪³¹,mi⁵⁵kʰɔ̪³¹,,烟 (炊烟),三股,ʔ-mu² kəw² (C-sakᶫ 'breath'),*ko²,ʔm,u,2
462,41,night,he̠ᶫ,hɛ̠²¹,hɛ̠²¹,hɛ̠²¹,hæ̠²¹,hiɛ̠²¹,hɛ̠²¹,hæ̠̃²¹,hɛ̃⁵⁵,xai⁵³,hɛ⁴⁵³,hɛ̃⁵³,xei⁴²,hĩ⁴²,hi⁴²,xai³³,xɛ̠²¹,,xai⁵⁵,xai⁵⁵,,夜,三个夜晚,,*ʔ-rakL,h,e̠,L
461,42,day,ʔni³,ʔɲɛ³³,ĩ³³,n̩³³,ĩ³³,iɛ̠̃³³,n̩³³,nɛ³³,ĩ³³,ĩ³³,ĩ³³,ĩɛ̃³³,nɛ³³,ĩ³³,ni³³,ĩ³³,ni³³,ni³³,ĩ³³,ĩ³³,,天,三天,nəy,*(ʔ)ne³,ʔn,i,3
466,43,today,i²ʔni³,"ʔɲiŋ³³,iŋ³³",ĩ³³,in³³,iŋ³³,"n̩²¹nɑ³³, in²¹nɑ³³",in³³,̹i²¹nɛ³³,i̠⁴³na³³,i³³ni³³,ei²¹ni³³,i³³na³³,i²¹nɛ³³,i̠²¹nə³³,i²¹ni³³,ĩ³³ɲĩ³³,i²¹ni³³,i²¹mi²⁴,n̩²¹ti⁵⁵ĩ³³,n̩²¹ti⁵⁵ĩ³³,,今天,他__过来,,*yakL (ʔ)ne³,0,i,2
470,44,yesterday,a²ʔni³,aŋ³³,ɑ̃³³,ɑn³³,aŋ³³,ɑ²¹nɑ³³,an³³,a²¹nɛ³³,"an³³, a³³na³³",a³³ni³³,a²¹ni³³,a⁴⁴na³³,a²¹nɛ³³,a²¹nə³³,a²¹ni³³,a²¹ɲi³³,a²¹ni³³,a²¹mi²⁴,a²¹ni³³,a²¹ni³³,,昨天,他__过来,,*ʔəmi¹,0,a,2
472,45,day before yesterday,ʃi̠Hʔni³,ʂəŋ³³,ʂəŋ³³,səŋ³³,ʂəŋ³³,ʂʅ³³nɑ³³,sən³³,sɿ³³nɛ³³,"ʂɛ̃n³³, ʂʅ³³na³³",ʂʅ³³ni³³,ʂʅ³³ni³³,ʂʅ̃³³na³³,sɿ³³nɛ³³,sɿ³³li³³ĩ³³,sɿ³³ni³³,ʂʅ³³ɲi³³,ɕi³³ni³³,sɿ⁵⁵mi²⁴,sɿ³³ni³³,sɿ³³ni³³,,前天,他__过来,,*ʔəʃikH,ʃ,i̠,H
,46,three days ago,ʃi̠Hɣu²ʔni³,ʂʅ³³wuŋ²³,ʂəŋ³³wu²¹,ʂʅ³³wəŋ³³,ʂʅ³³wuŋ²³,ʂʅ³³wu²¹nɑ³³,sɿ³³wuŋ³³,sɿ³³wu²¹nɛ³³,"ʂʅ³³woŋ³³, ʂʅ³³wu²¹",ʂʅ³³wu²¹ni³³,ʂʅ³³wu²¹ni³³,ʂʅ̃³³wu²¹na³³,sɿ³³wu²¹li³³nɛ³³,sɿ³³wu²¹li³³ĩ³³,sɿ³³ni³³ni²¹ni³³,ʂʅ³³wu²¹ɲi³³,ɕi³³wu²¹ni³³,sɿ⁵³sɿ⁵⁵mi²⁴,sɿ³³wu²¹ni³³,sɿ³³wu²¹ni³³,,大前天,他__过来,,,ɣ,u,2
,47,four days ago,,,,,,,,i³³nɛ³³ə̃²¹di²⁴,,,a²¹wu²¹ni³³,,,,i³³ni³³ɣɨ²¹dɨ²⁴,,,,sɿ³³lu³³ni³³,sɿ³³lu³³ni³³,,四天前,他__过来,,,,,
473,48,tomorrow,a²gy¹ʔni³,a²¹gy⁵⁵n̩³³,ɑ²¹gun⁵³,ɑ²¹gun⁵³,a²¹dʑy⁵⁵n̩³³,ɑ²¹gɨ⁵⁵nɑ³³,ɑ²¹gu⁵⁵ŋ̩̩³³,a²¹gu²⁴nɛ³³,ɛ²¹goŋ⁴³,a²¹gu⁴⁴ni³³,e²¹gɨ²⁴ni³³,a²¹gɨ⁴⁴na³³,a²¹gə²⁴nɛ³³,i⁵⁵gɨ²⁴nə³³,a²¹gɨ²⁴ni³³,ɛ²¹gu²⁴ɲi³³,a²¹gɨŋ⁵⁵,a²¹gi²¹ni²⁴,ɛ²¹gɨ³³mi³³,ɛ²¹gɯ³³mi³³,,明天,他__过来,,*ʔ-praŋ²,g,y,1
474,49,day after tomorrow,tsʰa¹pʰe̠Hʔni³,tsʰa⁵⁵pʰɛm³³,tsʰa⁵⁵pʰiŋ³³,tsʰɛ⁵⁵pʰɛn³³,tsʰa⁵⁵pʰɛŋ³³,tsʰɑ⁵⁵pʰiɛ̠³³nɑ³³,tɕʰɛ⁵⁵pʰiŋ̩³³,tsʰa⁵⁵pɛ³³nɛ³³,tsʰa⁴⁴pʰɛ⁴⁴,tsʰa⁴⁴pʰe⁴⁴ni³³,tsʰa⁴⁴pʰe⁵⁵ni³³,tsʰɛ⁴⁴pʰɛ⁴⁴na³³,tsʰa⁵⁵pe³³nɛ³³,tsʰa⁵⁵pʰi³³ĩ³³,tsʰa⁵⁵pi³³ni³³,tsʰa⁵⁵pʰi³³ɲi³³,tsa⁵⁵pʰin³³,tsa³³pʰɛ³³ni²⁴,tsʰa⁵⁵pe⁵⁵ni³³,tsʰa⁵⁵pe⁵⁵ni³³,,后天,他__过来,,*pakH,tsʰ,a,1
475,50,three days from now,a²pʰe̠Hʔni³,a̤²¹pʰɛm³³,a²¹pʰiŋ³³,ɑ²¹pʰɛn³³,a²¹pʰɛŋ³³,ɑ²¹pʰiɛ̠³³nɑ³³,ɑ²¹pʰiŋ³³,a²¹pʰi³³nɛ³³,a²¹pʰe⁴⁴,a²¹pʰe⁴⁴ni³³,a²¹pʰe⁴⁴ni³³,a²¹pʰɛ⁴⁴na³³,a²¹pʰe³³nɛ³³,a²¹pʰi³³ĩ³³,a²¹pʰi³³ni³³,a²¹pʰi³³ɲi³³,a²¹pʰin³³,xa²¹pʰɛ²¹ni²⁴,a²¹pʰe⁵⁵ni³³,a²¹pʰe⁵⁵ni³³,,大后天,他__过来,,*pin²,pʰ,e̠,H
,51,four days from now (a),a²ɣo³ʔni³,,,,,ɑ²¹wu³³nɑ³³,,,ɛ²¹ɣõ³³,,,a²¹ɣoŋ³³na³³,,,,,,,a²¹wu³³ni³³,a²¹wu³³ni³³,,四天后,他__过来,,,ɣ,o,3
,51,four days from now (b),a²pa³ʔni³,,,,,,ɑ²¹pɑŋ³³,æ²¹pæ⁵⁵nɛ³³,,,,,,,,,a²¹paŋ³³,,,,,四天后,他__过来,,,p,a,3
,51,four days from now (c),a²mɛ¹ʔni³,,,ɑ²¹mɛn⁵³,,,,,,,,,,a²¹mɛ²⁴ĩ³³,,a²¹mɛ˞²⁴ɲi³³,,,,,,四天后,他__过来,,,m,ɛ,1
477,52,year,kʰo̠ᶫ,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠̠²¹,kʰo̠̠²¹,kʰo⁵³,kʰo⁵³,kʰo⁵³,kʰo⁵³,"kʰo⁴², kʰu⁴²",kʰu̠²¹,kʰɔ⁴²,kʰo³³,kʰuʔ²¹,kʰu̠²¹,kʰo⁵⁵,kʰo⁵⁵,,年,三年,,*s-nikH & *C-kokL,kʰ,o̠,L
,53,new year,kʰo̠ᶫxɨ̠ᶫ,kʰo̠²¹xɨ²¹,kʰo̠²¹xɨ²¹,kʰo̠²¹kʰɨ̠²¹,kʰo̠²¹xɨ²¹,kʰo̠̠²¹xɨ²¹,kʰo̠̠²¹xɨ²¹,kʰu²¹tɕʰi⁵⁵,kʰo⁴³xɨ⁵³,kʰo⁵³xɨ²¹,kʰo⁵⁵xɨ⁴¹,kʰʷo⁵³xɨ²¹,kʰo⁴²ɕi⁴²,"kʰɔ̠²¹xɨ²¹, kʰu̠²¹xɨ²¹",kʰu⁴²xɨ²¹,kʰo³³kʰɨ²¹,kʰu²¹xɨ²¹,kʰu̠⁴²xɨ²¹,kʰo⁵⁵kʰo⁵⁵lɛ⁴²,kʰo⁵⁵kʰo⁵⁵lɛ⁴²,,新年,他__过来,,,kʰ,o̠,L
,54,this year,tʃʰi²ni̠H,tʂʰʅ²²ɲiɛ̠³³,tɕʰi²¹niɛ̠³³,tsʰɿ²¹ni̠³³,tʂʰʅ²¹ɲɛ̠³³,tʂʰʅ²¹ɲɛ̠³³,tsʰɿ²¹ne̠³³,tsʰɿ³³ɲiɛ̠³³,tʂʰʅ²¹ni⁴⁴,tɕʰi⁴⁴ni⁴⁴,tɕi²¹ni⁴⁴,tʂʰʅ²¹niɛ³³,tsɿ²¹nei³³,"tsɿ²¹ni³³ɕi⁵⁵, tsɿ²¹ĩ³³ɕi⁵⁵",tsɿ²¹ni³³,tʂʰʅ³³nɛi̠³³,tɕʰi²¹ni̠³³,tsʰɿ²¹nɨ̠³³,tɕʰi⁵⁵ĩ⁵³,tɕʰi⁵⁵ĩ⁵³,,今年,他__过来,,,tʃʰ,i,2
,55,last year,a²ni̠H,a̤²¹ɲiɛ̠³³si⁵⁵,a²¹ɲiɛ̠³³,ɑ²¹ni̠³³,a²¹ɲɛ̠³³ɕi⁵⁵,a²¹ɲɛ̠³³,a²¹ne̠³³,a²¹ɲi³³ɕi⁵⁵,a²¹ni⁴⁴,a²¹ni⁴⁴ɕi³³,a²¹ni⁴⁴sɛ³³,a²¹niɛ³³,a²¹nei³³sə⁵⁵,"a²¹ni³³ɕi⁵⁵, a²¹ĩ³³ɕi⁵⁵",a²¹ni³³ɕi⁵⁵,a²¹nɛi̠³³,a²¹ni̠³³,a²¹nɨ̠³³,a²¹ĩ⁵³,a²¹ĩ⁵³,,去年,他__过来,,,n,i̠,H
,56,year before last,ʃi̠Hni̠H,ʂʅ³³ɲiɛ̠³³si⁵⁵,ʂʅ³³ɲiɛ̠³³,sɿ³³ni̠³³,ʂʅ³³ɲɛ̠³³,ʂʅ³³ɲɛ̠³³,sɿ³³ne̠³³,sɿ³³ɲi³³ɕi⁵⁵,ʂʅ⁴⁴ni⁴⁴sɛ³³,ʂʅ⁴⁴ni⁴⁴ɕi³³,ɕi⁴⁴ni⁴⁴sɛ³³,ʂʅ³³n̩³³niɛ³³,sɿ³³nei³³sə⁵⁵,sɿ³³ɕi⁵⁵kʰu̠²¹,sɿ³³ni³³ɕi⁵⁵,ʂʅ³³nɛi̠³³,ɕi³³ni̠³³,sɿ⁵⁵nɨ̠³³,sɿ³³i⁵³,sɿ³³i⁵³,,前年,他__过来,,,ʃ,i̠,H
,57,three years ago,ʃi̠Hɣu²ni̠H,ʂʅ³³wu²¹ɲiɛ̠³³si⁵⁵,ʂʅ³³wu²¹ɲiɛ̠³³,sɿ³³wu²¹ni̠³³,ʂʅ³³wu²¹ɲɛ̠³³,ʂʅ³³wu²¹ɲɛ̠³³,sɿ³³wu²¹ne̠³³,sɿ³³wu²¹ɲi³³ɕi⁵⁵,ʂʅ⁴⁴wu²¹ni⁴⁴,ʂʅ⁴⁴wu²¹ni⁴⁴ɕi³³,ɕi⁴⁴wu²¹ni⁴⁴sɛ³³,ʂʅ³³wu²¹niɛ³³,sɿ³³wu²¹nei³³sə⁵⁵,sɿ³³wu²¹ɕi⁵⁵kʰu̠²¹,sɿ³³wu²¹ni³³ɕi⁵⁵,ʂʅ³³wu²¹nɛi̠³³,ɕi³³wu²¹ni̠³³,sɿ⁵³sɿ⁵⁵nɨ̠³³,sɿ³³wu²¹i⁵³,sɿ³³wu²¹i⁵³,,大前年,他__过来,,,ɣ,u,2
,58,four years ago,a²ɣu²ni̠H,,,,,,,,a³³xɛ²¹ni⁴⁴,,a²¹wu²¹ni⁴⁴sɛ³³,,li³³kʰu²¹n̩²¹sə⁵⁵,,i³³kʰɔ⁴²ɣɨ²¹dɨ²⁴,ʂʅ³³wu²¹nɛi̠³³,lɨ³³kʰu²¹wo²¹sɛ⁵³,li³³kʰu²¹gɨi⁵³,sɿ³³lu³³i⁵³,sɿ³³lu³³i⁵³,,四年前,他__过来,,,0,a,2
,59,next year,ʔna²he̠ᶫ,na²¹ɲ̥ɛ̠²¹si⁵⁵,na²¹hɛ̠²¹,nɑ²¹he̠²¹,næ²¹hæ̠²¹,nɑ²¹hiɛ̠²¹,na²¹he̠²¹,nã²¹hæ̠̃²¹,nɛ²¹hɛ⁵³,na²¹xai⁵³,na²¹he⁵³,nɛ²¹hɛ̃⁵³,na²¹xei⁴²,"nɔ²¹ni³³ɕi⁵⁵, nɔ²¹ĩ³³ɕi⁵⁵",na²¹xi̠²¹,no²¹xai³³,nɛ²¹xɛ²¹,na³³xi²¹,na²¹xai⁵³,na²¹hai⁵³,,明年,他__过来,,,ʔn,a,2
,60,year after next,na(ŋ)¹ni̠H,nə⁵⁵ɲɛ̠³³si⁵⁵,no⁵⁵ɲɛ̠³³,nu⁵⁵ni̠³³,nu⁵⁵ɲɛ̠³³,lu⁵⁵ɲɛ̠³³,nu⁵⁵ni̠³³,na⁵⁵ɲiɛ³³,nu⁴⁴ni⁴⁴,lu²⁴ny³³,no²⁴ni⁴⁴,lu²⁴niɛ³³,nɔ²⁴nei³³,"nɔ²⁴ni³³ɕi⁵⁵, nɔ²⁴ĩ³³ɕi⁵⁵",nɔ⁵⁵ni³³,no²⁴ɲi̠³³,no⁵⁵niʔ³³,na⁵⁵nɨ³³,nu⁵⁵ĩ⁵³,nu⁵⁵ĩ⁵³,,后年,他__过来,,,n,a(ŋ),1
,61,three years from now,na(ŋ)¹ɣu²ni̠H,nə⁵⁵wu²¹ɲɛ̠³³si⁵⁵,no⁵⁵wu²¹ɲɛ̠³³,nu⁵⁵wu²¹ni̠³³,nu⁵⁵wu²¹ɲɛ̠³³,lu⁵⁵wu²¹ɲɛ̠³³,nu⁵⁵pɑ³³,na⁵⁵wu²¹ɲiɛ³³,ɛ²¹xɛ⁵⁵ni⁴⁴,lu²⁴wu²¹ny³³,no²⁴wu²¹ni⁴⁴,,no²⁴wu²¹nei³³,sɔ³³kʰu̠²¹gy²⁴,nɔ⁵⁵ni³³ni²¹nɔ⁵⁵ni³³,no²⁴wu²¹ɲi̠³³,no⁵⁵mo²¹niʔ³³,na⁵⁵tɕʰi²⁴,nu⁵⁵wu²¹ĩ⁵³,nu⁵⁵wu²¹ĩ⁵³,,大后年,他__过来,,,n,a(ŋ),1 or H
,62,four years from now,,,,,,,,,ɛ²¹wu³³ni⁴⁴,,,,,,,,,,nu⁵⁵lu³³ĩ⁵³,nu⁵⁵lu³³ĩ⁵³,,四年后,他__过来,,,,,
,63,daytime,,iŋ³³si⁵⁵,iŋ³³kʰɛ⁵⁵,ĩ³³ɕi⁵⁵,n̩²¹ĩ³³ɕi⁵⁵,"n̩²¹nɑ³³, in²¹nɑ³³",in³³ne²¹ɕi⁵⁵,ʔn̩²¹no̠³³ko̠³³ɕi³³,n̩²¹lu³³sɛ³³,mu²¹lɑ³³ko³³,m̩(ɨ)²¹gɨ³³,n̩²¹(n)ĩ³³sɿ³³,mɔ⁴²mɔ³³ka⁵⁵,ŋ̩²¹gu³³ka⁵⁵,nɔ²¹ka⁵⁵ɕi⁵⁵,ŋ²¹gɤ̪²⁴lɛ²¹,la̠³³,mo³³lua²⁴,mi²¹li²¹ka³³,mi²¹li²¹ka³³,,白天,他__过来,,,,,
463,64,dawn,,a⁵⁵n̩²¹tʰi³³la⁵⁵,n̩²¹tʰi²¹gɨ³³,ɑ⁵⁵n̩²¹tʰi²¹,n̩²¹tʰi²¹gɨ³³,n̩²¹tʰæ²¹gɨ³³lɑ³³,ɑ⁵⁵n̩²¹tʰi³³bɑ²¹tʰɑn⁵⁵pi⁵⁵,i⁵⁵li⁵⁵ə³³lə³³,n̩²¹tʰɛ²¹gɨ³³li⁴⁴gɨ³³la³³,ŋ̩²¹tʰɛ³³gɨ³³,m̩(ɨ)²¹tʰɛ²¹gɨ³³,,i⁵⁵li⁵⁵va³³la³³,a⁵⁵m̩²¹tʰi³³ma²¹tʰi²¹,a⁵⁵ji³³pʰə⁵⁵bə²⁴,a³⁵mv̩²¹tʰɛi³³,xo³³məŋ²¹soŋ⁵³,a²⁴tʰv̩²¹bo³³lo²⁴,n̩²¹tʰai³³ɲa³³,n̩²¹tʰai³³ɲa³³,,黎明,他__过来,,*C-nakL,,,
464,65,morning (early),da²ne̠ᶫ,,dɑ²¹niɛ̠²¹,ɑ⁵⁵n̩²¹tʰi²¹lɑ⁵⁵,da²¹na²¹,da²¹niɛ̠²¹,da²¹ne̠²¹,a⁵⁵n̩²¹tʰi²¹la³³,da²¹nɛ⁵⁵,da²¹ne⁵³,do²¹ne⁵³,dɛ²¹nɛ⁴⁵³,nei⁴²nei⁴²xə⁵⁵,ba²⁴li²¹,a⁵⁵n²¹tʰi²¹la⁵⁵,ba²⁴dzo²¹lɛi²¹,xɨ³³pɨ⁵⁵,ni²¹ɕɛ²⁴tʰi³³ni²¹,pa³³tsu²¹,pa³³tsu²¹,,早晨,他__过来,,*ʃaw²,d,a,2
,66,noon,dza¹dʒi²dza²,dza⁵⁵dʑe³³dza²¹va³³,dza⁵⁵dʑe³³dza²¹tʰa²¹,dzɑ⁵⁵tɕʰi̠³³dzɑ²¹ɣɑ⁵⁵,dza⁵⁵je³³dzɑ²¹lɑ³³,dzɑ⁵⁵dʑe³³dzɑ²¹ɣɨ³³,dzɑ⁵⁵ʑi̠³³dzɑo̠³³,dzɛŋ²¹dza²¹dzɛ³³,dza⁵⁵tɕʰi²¹dza²¹la³³,dza³³dʑi⁵⁵dza²¹ɣa³³,dzo²⁴tɕʰi²¹dzo²¹dʐʅ²¹,dza⁴⁴dʑi³³dzɐ²¹xɐ³³,dzɔ²⁴ji³³dzɔ²¹xa³³,dzɔ²⁴tɕʰi³³dzɔ²¹dzɿ²⁴,sɿ³³pɨ³³lɔ²⁴kʰɛ³³,dzo²⁴i³³dzo²¹kv̩²⁴,,va⁵³ŋai⁵³,dza²¹i³³dza²¹kɛ˞³³,dza²¹i³³dza²¹kɛ˞³³,,中午,他__过来,,,,,
,67,afternoon,a¹mo²kʰɨ̠ᶫ,a⁵⁵ŋ̩̩²¹kʰɨ̠²¹ji⁵⁵,a⁵⁵ŋ̩̩²¹kʰɨ̠²¹,ɑ⁵⁵ŋ̩̩²¹kʰɛi²⁵,a⁵⁵ŋ̩̩²¹kʰɨ̠²¹a⁵⁵ji³³,kʰɨ̠²¹ʝiɛ⁵⁵,ɑ⁵⁵ŋ̩̩²¹kʰɛi²⁵,dza²⁴ji³³dza²¹dzɛ³³,a⁵⁵mu²¹kʰə⁵⁵,"a⁵⁵mɨ²¹kʰɨ⁵⁵ji³³, dza²⁴dzo³³dza²¹tʰa²¹",a⁵⁵m̩²¹kʰɨ⁵³,aŋ⁵³kʰɨ⁵⁵jiɛ³³,dzɔ²⁴ji³³dzɔ²¹ji²¹,a⁵⁵m̩²¹kʰɨ̠²¹,dzɔ²⁴ji³³dzɔ²¹tʰa²¹,a³⁵mv̩²¹kʰɨ³³li³³,la²¹vã⁵⁵,"la²¹vaŋ⁵³, aŋ²⁴kʰɨ̠²¹",n̩²¹kʰɨ⁵³,n̩²¹kʰɯ⁵³,,下午,他__过来,,"*(C)-kutL/H, ʔkʷutᶫ",kʰ,ɨ̠,L
465,68,dusk/evening,a¹mo²ɣɨ¹,a⁵⁵ŋ̩̩²¹ɣɨ⁵⁵ø⁵⁵ji⁵⁵,a⁵⁵ŋ̩̩²¹ɣɨ⁵⁵vɛ⁵⁵di²¹,ɑ⁵⁵ŋ̩̩²¹ɣɨ⁵⁵tsɿ⁵⁵,a⁵⁵ŋ̩̩²¹ɣɨ⁵⁵y⁵⁵,,ɑ⁵⁵ŋ̩̩²¹ɣɨ⁵⁵wei⁵⁵,a⁵⁵ɣɨ⁵⁵ma²¹sɛ⁵⁵xo̠²¹,a⁵⁵mu²¹ɣɨ²⁴ɕi³³ɕi³³,a⁵⁵mɨ²¹ɣɨ²⁴ŋ̩²¹di²¹,a⁵⁵mɨ²¹ɣɨ²⁴di²¹,aŋ⁵³ɣɨ²⁴kʰv̩⁴⁴,a⁵⁵mə²¹ɣə²⁴tɕia³³,a⁵⁵m̩²¹ɣɨ²⁴dzɿ²¹ɣɨ²⁴ma³³ko³³,a⁵⁵ji³³hin²¹tʰa²¹,a³⁵mv̩²¹ɣɨ²⁴,la²¹vã⁵⁵wo²¹vɛ³³,,miɛ˞⁴⁵tə⁴²ɲa³³,miɛ˞⁴⁵tə⁴²ɲa³³,,黄昏,他__过来,"gim¹ = sun set, rim = dusk","*(C)-kutL/H, ʔkʷutᶫ",ɣ,ɨ,1
,69,night(time),mo²kʰɨ̠ᶫse¹,ŋ̩²¹kʰɨ̠²¹si⁵⁵,i²¹mi⁵⁵kʰɛ⁵⁵,ŋ̩²¹kʰɨ̠²¹,ŋ̩²¹kʰɨ̠²¹ɕi⁵⁵,ŋ̩²¹kʰɨ̠²¹,mi⁵⁵kʰɨ²¹ɕɛ⁵⁵,i⁵⁵mu⁵⁵xa³³,n̩²¹kʰɨ⁵³ɕi³³,ŋ̩²¹kʰɨ⁵³,m̩²¹kʰɨ⁵⁵sɛ²⁴,ŋ̩²¹kʰɨ⁵⁵sɿ⁴⁴,a⁵⁵mə²¹kʰə⁴²,ŋ̩̩²¹kʰɨ²¹,ŋ̩̩²¹kʰɨ²¹ɕi⁵⁵,ŋ̩²¹kʰɨ³³lɛi²¹,ŋ̩²¹kɨ²¹sɿ⁵⁵,ŋ̩³³kə²¹ɕi²⁴,sa³³pʰi³³,sa³³pʰi³³,,夜(里)/黑夜,他__过来,,,kʰ,ɨ̠,L
468,70,this evening,i²mi¹,i²¹mi⁵⁵,i²¹mi⁵⁵,i²¹mi⁵⁵,i²¹mi⁵⁵,n̩²¹mi⁵⁵,i²¹mi⁵⁵,i²¹mi²⁴,i²¹mi²⁴,i²¹mi²⁴,ɛ²¹mɛ²⁴,i²¹miɛ²⁴,i²¹mi²⁴,i²¹mi²⁴,i²¹mi²⁴,y²¹my²⁴,ɪ²¹mi⁵⁵,i²¹mi²⁴la²¹vaŋ⁵³,n̩²¹ti⁵⁵sa³³pʰi³³,n̩²¹ti⁵⁵sa³³pʰi³³,,今晚,他__过来,,*ʔ-kutL,0,i,2
467,71,this morning,i²sy¹ny¹,i²¹sy⁵⁵ny⁵⁵,y²¹ɕy⁵⁵ny⁵⁵,y²¹ɕy⁵⁵xɨ⁵⁵,y²¹ɕy⁵⁵ny⁵⁵,n̩²¹sy⁵⁵ny⁵⁵,y²¹ɕy⁵⁵ny⁵⁵,i²¹cy⁵⁵ny⁵⁵,y²¹ɕy⁴⁴ny⁴⁴,y²¹ɕy⁴⁴ny⁴⁴,ɛ²¹ɕy⁴⁴ny⁴⁴,n̩²¹sy⁴⁴ny⁴⁴,i²¹sə⁵⁵nə⁵⁵,y²¹ɕy⁵⁵ny⁵⁵,i²¹ʃɨ⁵⁵xɨ⁵⁵,y²¹sy⁴⁴ny⁴⁴,e²¹nə⁵⁵,i²¹ɕi²²ni²⁴,i²¹sə³³nə³³,i²¹sə³³nə³³,,今早,他__过来,,,s,y,1
425,72,time,tʰa²,,,,han²⁴,tʰɑ³³,a⁵⁵tʰa²¹sɿ²¹,,tʰa²¹,,,tʰa³³,ja³³dzɿ²⁴,ja³³dzɿ²⁴,,,jɛ²¹jaŋ²¹,ɛ²¹zaŋ⁵³,tɕʰi³³,tɕʰi³³,,时间,等了很长时间,kyi:n¹; ta²,*[jam],tʰ,a,2
