ID	Parameter	English	Chinese	Pinyin	Pla	CW-QY	W-SZP	E-DC	XZ	MD	Eka	YL
123	867.0	blessed; happy	幸福 (日子好过)	xìngfú	ko̠ᶫsa¹	dʑɛ̠³³dɛ̠²¹	kv̩⁵⁵sa³³	dza³³dei⁴²	ko⁴⁴no⁴⁵³	wo²¹sɿ⁵⁵	ko²⁴mɛ²¹	kai⁵⁵la²¹
124	648.0	pile up; heap up	堆 (堆积泥土)	duī	kʰjo³	kʰø³³	ty⁴⁴	kʰə³³	ø³³	pə³³	koŋ²⁴	ɣa³³
125	795.0	live	活	huó	zɛ¹	zɛ⁵⁵	zɛ²⁴					zɛ˞³³
126	795.1	live	活	huó	ka²			ka⁴²	xo³³	ko²¹	ko⁵⁵a⁵⁵ŋa³³	
127	206.0	unhulled rice	谷子（稻谷）	dàomǐ	tʃʰe¹se²	tɕʰi⁵⁵,tɕʰi⁵⁵sɛ²¹	tɕʰi⁴⁴sɛ²¹	tɕʰi⁵⁵sɛ²¹	tɕʰi³⁵²sɛ²¹	tɕi⁵⁵sɛ²¹	tɕi²⁴ɕɛ²¹	tɕʰi⁵⁵sɛ˞⁴¹
128	131.0	fly	苍蝇	cāngyíng	ɣaŋ¹ʃɛ¹	ɣɨ⁵⁵ɕɛ⁵⁵	vu²⁴ʂɛ³³	ja²⁴mə²¹	ja²⁴mɨ˞²¹	i⁵⁵sɛ⁵⁵	ɣɨ²⁴suɛ⁵⁵jo³¹	ɲɛ˞³³m̩²¹
129	131.1	fly	苍蝇	cāngyíng	ɣaŋ¹ʃɛ¹	ɣɨ⁵⁵ɕɛ⁵⁵	vu²⁴ʂɛ³³	ja²⁴mə²¹	ja²⁴mɨ˞²¹	i⁵⁵sɛ⁵⁵	ɣɨ²⁴suɛ⁵⁵jo³¹	ɲɛ˞³³m̩²¹
130	501.0	arrow (head)	箭头	jiàntóu		ta²¹na³³mi̤²¹¹n̩²¹dy⁵⁵	tsɿ⁵³n̩²¹dy²⁴		lo²¹kʰɛ˞²¹tɛ˞³³zo²¹	mu²¹jon²¹də⁵⁵	muɛ³³ɛ²¹mə²²kʰu³³dzu²¹	
131	533.0	suck	吸	xī		ɕi⁵⁵	hã²⁴	ɕi²⁴	ɕi²⁴	tʃʰɿ⁵⁵	ga²⁴	ɕi³³
132		box	盒子(箱子)	hézi								
133	408.0	button	钮扣	niǔkòu	pʰja(ŋ)¹sɛ²	kʰɨ⁵⁵ta³³	pʰu⁵⁵ʂʅ²¹sɛ²¹	kue⁵⁵	pʰa³⁵kɛ˞²¹sɛ˞²¹	pʰa⁵⁵sɛ²¹	a³³tsu²⁴ɕɛ²¹	pʰa³³sɛ˞²¹
134	743.0	boil	沸	fèi	tsu¹	tsɿ⁵⁵	tsɿ²⁴	tsɿ⁵⁵	tsɿ⁴⁵³	tsu⁵⁵	pʰv̩³³	tsɤ̪³³
135	604.0	cook; boil	煮	zhǔ	tse̠ᶫ	tɕɛ̠²¹	tɕi⁵³	tɕi⁴²	tɕiɛ̠³³	tɕɛ̠²¹	gɛ³³,ti²⁴	tsai⁵³
136	251.0	wrist	手腕	shǒuwàn	tsi̠ᶫ	lɛ̠²¹wo̠²¹tsɿ̠²¹	lɛ⁴⁴wo⁵³	lei³³n̩²¹tɕi⁴²	lɛi³³tsɿ³³	li²¹tʰa³³tɕi²¹	la̠²¹pʰe³³tɕiŋ²¹	lei⁴⁴tsɿ⁵⁵kuɛ˞⁴²kuɛ˞²¹
137	252.0	elbow	肘	zhǒu	tsi̠ᶫ	lɛ̠²¹kuai̠²¹tsɿ̠³³	lɛ⁵⁵kuai²¹tsɿ³³	lei⁴²ma²⁴dzɿ³³	lɛi³³kuɛi³³tsɿ³²	li²¹pi²¹ni̠³³	la̠²¹pʰe³³lu²¹so²⁴	lei⁴⁴tsɿ⁵⁵kuɛ˞⁴²kuɛ˞²¹
138	511.1	flute	笛子	dízi	gjy²ly²	gy²¹ly²¹	dy²¹ly²¹	dʑi²¹lu⁴²	dʑy²¹ly²¹	də²¹lə²¹	pi²¹sao²⁴	ti²¹li²¹
139	511.0	flute	笛子	dízi	gji²ly²	gy²¹ly²¹	dy²¹ly²¹	dʑi²¹lu⁴²	dʑy²¹ly²¹	də²¹lə²¹	pi²¹sao²⁴	ti²¹li²¹
140		in front of house	房子前			hi⁵⁵n̩²¹di̤²¹		xei⁵⁵ŋ̩²¹sə⁵⁵				
141	204.0	branch	树枝	shùzhī	si̠Hka̠ᶫle̠ᶫ	sɿ̠³³pʰḁ²¹	sɿ⁴⁴kaʔ⁵³	ɕi³³ku³³lei⁴²	sɿ³⁵³ka³³lɛi³³	ɕi³³ka²¹la²¹	ɕi³³do²⁴ka³³la̠²¹	sɿ⁵⁵lə²¹
142	435.0	sickle	镰刀	liándāo	n̩²tsʰo̠H	liaŋ⁵⁵tao³³	pa²¹lĩ²¹	sei³³n̩²¹tsʰu³³	pa²¹lɛi²⁴	n̩²¹tʃʰu³³	kʰi⁵⁵kʰa²⁴	n̩²¹tsʰu⁵³
143	849.0	cold (weather)	冷	lěng	gje̠H		dʑi⁴⁴	kɤ̪³³	dʑi⁴⁴	gɛ̠³³	a³³gi̠³³	dʑi⁵³
144	5.0	star	星星	xīngxing	kjɛ¹	kɨ⁵⁵	kɛ²⁴za²¹	kɛ˞⁵⁵	kɛ˞⁴⁴o³³	a⁵⁵kɛ⁵⁵kɛ⁵⁵	a²⁴ki⁵⁵jo³¹	kɛ˞³³
145	156.0	pine tree	松树	sōngshù	tʰaŋ²dze¹	tʰu̥²¹dzɿ⁵⁵	tʰu²¹dzɿ²⁴	sə⁵⁵dzei²⁴	tʰaŋ²¹dzɿ²⁴	tʰu²¹po³³dʑɛ⁵⁵, su²¹po³³dʑɛ⁵⁵	tʰaŋ²¹dʑi²⁴	tʰa²¹ɕy³³sɿ⁵³
146	156.1	pine tree	松树	sōngshù	tʰaŋ²dze¹	tʰu̥²¹dzɿ⁵⁵	tʰu²¹dzɿ²⁴	sə⁵⁵dzei²⁴	tʰaŋ²¹dzɿ²⁴		tʰaŋ²¹dʑi²⁴	tʰa²¹ɕy³³sɿ⁵³
147	205.0	tree bark	树皮	shùpí	si̠Hgi¹ko̠H	sɿ̠³³gɨ⁵⁵	sɿ⁴⁴gɨ²⁴	ɕi³³dzei²⁴gə⁴²	sɿ³⁵³gɨ²⁴ku̠³³	ɕi³³gi⁵⁵	ɕi³³ka̠²¹ku³³	sɿ⁵⁵gɨ³³gɨ³³
148	205.1	tree bark	树皮	shùpí	si̠Hgi¹ko̠H	sɿ̠³³gɨ⁵⁵	sɿ⁴⁴gɨ²⁴		sɿ³⁵³gɨ²⁴ku̠³³		ɕi³³ka̠²¹ku³³	sɿ⁵⁵gɨ³³gɨ³³
149	637.0	hang	挂 (挂在墙上)	guǎ	kɛ¹	kɛ⁵⁵	kɛ²⁴	kɛ⁵⁵	kɛ˞⁴⁵³	xɛ³³	xuai²⁴	kɛ˞³³
150	741.0	break	破 (罐子破了)	pò		tɕʰɛ̠²¹	tʰu²¹hõ²¹	tʰɛ³³		tɕʰɛ²¹	kʰa²¹	tʰɛ˞⁵³
151	337.0	blind (person)	盲; 瞎子	xiǎzi	ʔmje̠Htɛ¹	ʔmɛ̠³³ɕa³³			mi⁴⁵ɕa³³	mɛ³³tɛ⁵⁵	mɨ³³tia⁵³ko²¹	mi⁵⁵tɛ˞³³
152	337.1	blind-1	盲; 瞎子	xiǎzi	la³tɛ¹							
153	337.1	blind-2	盲; 瞎子	xiǎzi	tɛ¹					mɛ³³tɛ⁵⁵	mɨ³³tia⁵³ko²¹	mi⁵⁵tɛ˞³³
154	965.0	behind	后面	hòumiàn	i²se¹			kɔ²¹ta³³		pʰɛ²¹tɛ²¹kɛ⁵⁵		ŋa³³ni²¹
155	965.1	behind	后面	hòumiàn	ɣa¹du³	lɛ⁴⁵də³³	ɣa²⁴dv̩³³		ɣɛ˞²⁴dɛ˞³³		o⁵⁵tu³³	ŋa³³ni²¹
156	219.0	ashes	灰(草木灰)	huī	kʰu²tsʰa¹	kʰə̤²¹tsʰa⁵⁵	kʰv̩²¹tsʰa²⁴	kʰɤ̪²¹tsʰɔ̪⁵⁵	kʰo²¹tsʰo⁴⁵³	kʰu²¹	ko²¹tsʰo²⁴	kʰo²¹tsʰa³³
157	662.0	give back; return; repay	还 (还钱)	huán	si¹	sɿ⁵⁵	sɿ²⁴	tə⁵⁵ɣə²¹	ty⁴⁵³gɨ²¹	tsɑ⁵⁵	xuan²⁴li⁵⁵	tə³³gɨ³¹
158	966.0	between	中间		ka̠ᶫkaŋ¹	ka²¹kə⁵⁵	ka⁵⁵kv̩⁴⁴	ka⁵⁵la⁵⁵	a²¹li³³li³³ka³³	ka⁵⁵dʒɿ³³	taŋ³³ka²⁴	ka³³la³³
159	460.0	bamboo basket	箩筐 (背东西用)	luókuāng		kʰa³³lə⁵⁵	da²¹wo²⁴	kʰa³³tɕʰi⁵⁵	ty³⁵ø³³	kʰa³³lu⁵⁵, kʰa³³dʒu²¹	ko³³ta⁵⁵la²¹	pɛ˞³³lo³³
160	928.0	six	六	liù	kʰo̠ᶫ	kʰo̠²¹	kʰu⁵³	kʰu⁴²	kʰu³³	kʰu̠²¹	kʰu̠²¹	kʰo⁵³
161	28.0	valley	(山)谷	gǔ	laŋ¹ka̠ᶫ	kʰə⁵⁵dʑɛ̤²¹tsɿ³³	lu²⁴kɑ⁵³	la²⁴kɛ⁴²tɕʰi³³	la²⁴qa³³	la⁵⁵ka²¹mo³³	la²⁴ka²⁴	li³³tɛ˞³³
162	28.1	valley	(山)谷	gǔ	laŋ¹ka̠ᶫ		lu²⁴kɑ⁵³	la²⁴kɛ⁴²tɕʰi³³	la²⁴qa³³	la⁵⁵ka²¹mo³³	la²⁴ka²⁴	li³³tɛ˞³³
163	911.0	HEAVY	重	zhòng	li²	ʐʅ²¹,kɨ⁵⁵ɲi⁵⁵	ʝi²¹	li²¹	ʐʅ²¹	wu⁵⁵lu²¹	lɨ²¹	ʝi²¹
164	666.0	wait; await; expect	等(候)	děnghòu	ʔlaŋ³	ʔlə³³	lv̩³³	la³³	la²³³	la³³	la³³ɕi²¹	lu³³
165	136.0	butterfly	蝴蝶	húdié	bo²ʔlu³	vi̤²¹ʔlə³³	dzɿ²¹lv̩³³	kɔ⁵⁵lei³³	ko⁵⁵no³³	a⁵⁵bɛ²¹fu³³	xi⁵⁵xo³³lo²⁴	kɛ˞⁵⁵lɛ˞⁵⁵pu²¹
166	136.1	butterfly	蝴蝶	húdié	bo²ʔlu³	vi̤²¹ʔlə³³	dzɿ²¹lv̩³³	kɔ⁵⁵lei³³	ko⁵⁵no³³	a⁵⁵bɛ²¹fu³³	xi⁵⁵xo³³lo²⁴	kɛ˞⁵⁵lɛ˞⁵⁵pu²¹
167	440.0	thing	东西	dōngxī	dʒe¹ku¹	xa⁵⁵ŋa⁵⁵	dʑi²¹v̩²¹	dʑi²¹tsɛ³³kɤ̪⁵⁵	tɕʰĩ⁵⁵tɕʰĩ⁵⁵ja³³	kʰo⁵⁵mo³³	kʰõ³³kʰə²¹	dzɛ˞⁵⁵ko³³
168	256.0	thumb	拇指	mǔzhǐ	ma³	lɛ̠²¹ʔni⁵⁵ma³³ko̠³³	lɛʔ⁵⁵i³³ma³³ko³³	lei⁴²ni⁵⁵mɔ³³ku³³	lɛi⁴⁵ʔĩ⁴⁵³mo³³	li²¹mo³³	na²¹ni²⁴zo²¹mo³³	lei⁵⁵kʰɨ³³ma³³
169	374.0	female suffix	母的		jaŋ²ma³	ma³³	ma³³	ja³³mu³³ku³³	ja³³mu³³ku³³	jɛ³³mo³³	ɛ²¹mo³³	ja²¹ma³³
170	332.0	soldier	兵/士兵	bīn/shìbīn	me̠ᶫ	mɛ̠²¹pa̠²¹	me⁴⁴pa⁵³	mei⁴²			leŋ²⁴	mai⁵³
171	490.0	dream	梦	mèng	ʒi̠ᶫʔme̠H	ʐʅ²¹ʔmɛ̠³³	ʐʅ̃n⁵³(kʰuai³³)	zɿ²¹mei³³	ʐʅ²¹mo³³	i²¹mɛ³³kʰa⁵⁵	ɛ²¹mə³³	zɿ⁴⁵m̩⁴³kʰa³³
172	490.1	dream	梦	mèng	ʒi̠ᶫʔme̠H	ʐʅ²¹ʔmɛ̠³³	ʐʅ̃n⁵³(kʰuai³³)	zɿ²¹mei³³	ʐʅ²¹mo³³		ɛ²¹mə³³	zɿ⁴⁵m̩⁴³kʰa³³
173	202.0	board	板子	bǎnzi	pɛ³		te²¹pɛ³³	pɛ³³	sɿ³⁵³pɛ˞³³			pɛ˞³³
174	202.1	board	板子	bǎnzi	pʰe²	ti̤²¹pʰi̤²¹				to²¹pʰɛ²¹	ta³³pʰi²¹	
175	38.0	fire	火	huǒ	a¹to̠ᶫ	a⁵⁵to̠²¹	a⁴⁴tuʔ⁵⁵	a⁵⁵tu̠⁵²	a³³tu³³	a⁵⁵toʔ²¹	a²⁴tu̠ʔ³¹	a⁵⁵tu⁵⁵
176	309.0	female	女人	nǔrén	za²mɛ²	ma̠²¹ʔɲi⁵⁵u²¹	mɛ²¹za²¹	zɔ³³mɛ²¹	za²¹mɛ˞²¹zo²¹	n̩²¹nə⁵⁵jo²¹	zɿ³³mɨ³³tsʰɿ²¹	za²¹mɛ˞²¹
177	309.1	female	女人	nǔrén	za²mɛ²	ma²¹ʔɲi⁵⁵u²¹, ma̠²¹ʔɲiu⁵³	mɛ²¹za²¹	zɔ³³mɛ²¹	za²¹mɛ˞²¹zo²¹		zɿ³³mɨ³³tsʰɿ²¹	za²¹mɛ˞²¹
178	358.0	daughter	女儿 (姑娘)	nǚér	za²mɛ²	zɛ̤²¹mɛ̤²¹	za²¹mɛ²¹	zɔ²¹mɛ²¹	za²¹mɛ˞²¹	jo²¹mɛ²¹, zo²¹mɛ²¹	zo³³mɛ²¹	za²¹mɛ˞²¹
179	500.0	arrow	箭	jiàn	mja²za²	ta²¹na³³mi̤²¹	tsɿ⁵³	mei²¹zɔ²¹	mo²¹tɕian⁵³	mu²¹jo²¹	muɛ²¹	
180	775.0	weed	除草	chūcǎo	mo̠ᶫ	ʂʅ³³mo̠²¹	ʂʅ²¹mu⁵³	sɿ⁴²tsɿ³³	ʂʅ²¹mo³³	mo²¹mo²¹	mu⁵⁵pʰi²⁴	mo⁵³
181	864.0	hungry	饿	è	mɨ̠ᶫ	mʉ̠²¹	mɨʔ⁵³	mə⁴²	mɨ³³	mɨ̠²¹	mɨ̠²¹	mu⁵³
182	774.0	clear field	除田				ɕy²⁴tʰi⁵³	mi²⁴mu²¹		pʰɛ²¹mə⁵⁵, pʰiŋ²⁴	gu̠⁵³pʰi²⁴	ti³³mi³³pai³³
183	871.0	sick	病 (生病)	(shēng) bìng	na¹	na⁵⁵	na²⁴	nɔ²⁴	no²⁴	no⁵⁵	no²⁴	na³³
184	799.0	black	黑	hēi	ʔne̠H	ʔnɛ̠³³	nɛ⁴⁴	nei³³	nɛi³³	nɛ̠³³	ni̠³³	ni⁵³
185	459.0	medicine; herbal medicine	药	yào	nɛ̠/e̠Htsʰi²	ʔnɛ̠³³tsʰɿ²¹	nɛ⁴⁴tsʰɿ²¹	nɛ³³tɕʰi²¹	nɛ³³tsʰɿ²¹		na³³tɕʰi²¹	nɛ˞⁵⁵tsʰɿ⁴¹
186	459.1	medicine; herbal medicine	药	yào	nɛ̠/e̠Htsʰi²	ʔnɛ̠³³tsʰɿ²¹	nɛ⁴⁴tsʰɿ²¹	nɛ³³tɕʰi²¹	nɛ³³tsʰɿ²¹	na³³tɕʰi²¹	na³³tɕʰi²¹	nɛ˞⁵⁵tsʰɿ⁴¹
187	64.0	dawn	黎明	límíng		a⁵⁵n̩²¹tʰi³³la⁵⁵	n̩²¹tʰɛ²¹gɨ³³li⁴⁴gɨ³³la³³	i⁵⁵li⁵⁵va³³la³³	a³⁵mv̩⁴¹tʰɛi³³	xo³³məŋ²¹soŋ⁵³	a²⁴tʰv̩²¹bo³³lo²⁴	n̩²¹tʰai³³ɲa³³
188	643.0	press; fill in; squeeze in; stuff	塞 (塞在洞口)	sāi	tsu¹	tʂə⁵⁵	tɕy⁵³	tsu²⁴	dʐʅ²⁴¹	tə̃⁵⁵	kɛ³³	ho³³
189	495.0	spirit (evil)	鬼	guǐ	ne²	la̤²¹kɨ³³	la²¹kɨ³³	nei⁴²	ʐa²¹tʂa²⁴	pʰɛ⁵⁵	niŋ²¹	nai²³¹
190	618.0	wear (turban)	戴(头巾)		so̠ᶫ		su⁵³	nei⁴²		kʰu̠³³	kʰu̠³³	tɨ⁵³
191	516.0	look at	看	kàn	ʔni¹	ʔɲi⁵⁵	ĩ²⁴	i⁵⁵	ĩ⁴⁵³	i⁵⁵	i²⁴	vaŋ⁵³
192	818.0	soft	软	ruǎn	nu²	nə̤²¹	nv̩²¹	nɤ̪²¹	nɤ̪˞²¹	nu²¹	nu²¹	nɤ̪²¹
193	944.0	1S	我	wǒ	ŋa¹	ŋa⁴⁵	ŋa²⁴	ŋɔ⁵⁵	ũ⁴⁵³	ŋa⁵⁵	ŋo²⁴	ŋa³³
194	945.0	1PL	我们	wǒmén	ŋa¹tsa³	ŋa³³tsa³³		ŋɔ³³tsɔ³³				
195	945.1	1PL	我们	wǒmén	ʔŋa²		u²¹	na⁵⁵tɕia³³	nu⁴⁵³	ə⁵⁵xɨ³³	ŋo⁵⁵so³³	ŋa⁵³
196	295.0	milk	奶	nǎi	a¹tʃɨ̠H	a⁵⁵tʂʅ̠³³	i⁴⁴tʂʅ⁴⁴	a⁵⁵tsɿ³³	a⁵⁵tʂʅ³³	a⁵⁵tʃɿ̠³³	o²⁴tɕi³³	a⁵⁵tsɿ⁵³
197	198.0	leaf	叶子	yèzi	pʰe̠ᶫ	pʰɛ̠²¹	sɿ⁴⁴pʰɛ⁵³	ɕi³³pʰei⁴²	sɿ³⁵³pʰɛi³³	jɛ²¹pʰɛ²¹	ɛ³³pʰi̠²¹	sɿ⁵⁵pʰai⁵⁵
198	532.0	vomit	呕吐	ǒutù	pʰe̠ᶫ	pʰɛ̠²¹	pʰɛ⁵³	pʰei⁴²	pʰɛi³³	pʰɛ̠²¹	pʰi²¹	pʰai⁵³
199	184.0	chili pepper	辣椒	làjiāo	pʰe¹	la⁵⁵tsɿ³³	la⁴⁴tsɿ⁴⁴	la²⁴dzɿ²¹	a³⁵mv̩²¹hĩ³⁵²	ma⁵⁵pʰi²¹	tsa²¹pʰi²⁴	la³³tsɿ³³
200	720.0	EXIST; to be	在; 有	zài	dʒe̠H	dʑɛ̠³³	dʐɛ⁴⁴	dza²⁴		dza³³	dzaŋ³⁵³ŋa³³	dzɿ⁵⁵
201	665.0	send-off; deliver	送	sòng	xɛ²xa¹	xɨ²¹a⁵⁵gu²¹	xɛ˞²¹xa⁴⁴i⁴⁴, xɛ˞²¹xai⁴⁴	gə²¹	xo⁴⁵³	xɛ²¹xo⁵⁵ɛ⁵⁵	xɛ³³pʰɨʲ²⁴	xa³³
202	748.0	swell	肿	zhǒng	pʰy̠ᶫ	pʰø̠²¹	pʰy⁵³	pʰə⁴²	pʰɨ³³	pʰɑ̠²¹	pʰə²¹	pʰɨ⁵³
203	937.0	hundred	百	bǎi	ha¹	ha⁵⁵	hã²⁴	xɔ⁵⁵	hõ⁴⁵³	xo⁵⁵	ɛ²¹xo²⁴	ta²¹ha³³
204	179.0	cabbage greens	青菜	qīngcài	ɣaŋ²	wṳ²¹	wu²¹pʰɛ²⁴	ja²¹lɔ³³tsɿ³³	ɣa²¹tɕi̠³³	ɣa²¹pʰɛ⁵⁵	va²¹pʰi²⁴	tɕʰiŋ³³tsʰai³³
205	305.0	breath	呼吸	hūxī	se̠ᶫxa¹	sɛ̠²¹xa⁵⁵	se⁵⁵xa³³	sei⁴²xa⁵⁵	sɛi³³xo⁴⁵³	sɛ²¹xo⁵⁵	ɕi³³pʰv̩²¹	
206	305.1	breath	呼吸	hūxī	se̠ᶫxa¹	sɛ̠²¹xa⁵⁵	se⁵⁵xa³³	sei⁴²xa⁵⁵	sɛi⁴⁴xo⁴⁵³		ɕi³³pʰv̩²¹	
207	606.1	steam	蒸	zhēng	pu²	pʉ²¹	kv̩²¹	kɤ̪⁴²		pu²¹	bv̩̠²¹	pu²¹
208	606.0	steam	蒸	zhēng	se̠ᶫ				sɛi³³			
209	610.0	kill	杀 (杀鸡)	shā	se̠ᶫ	sɛ̠²¹	se⁵³	sei⁴²	sɛi̠³³	ɕɛ̠²¹	su̠ʔ³³	sai⁵³, xɛ˞⁵³
210	929.0	seven	七	qī	xɨ²	xɨ²¹	xɨʔ²¹	ɕi²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹
211	840.0	new	新	xīn	xɨ̠ᶫ	xɨ̠²¹	xɨʔ⁵³	ɕi⁴²	xɨ³³	xɨ̠²¹	ɛ³³xɨ̠²¹	xɨ⁵³
212	865.0	thirsty	渴	kě	si̠ᶫ	sɿ̠²¹	sɿ⁵³	ɕi⁴²	ɣɨ²⁴sɿ³³	ɕi̠²¹	ɕi̠²¹	sɿ⁵³
213	925.0	three	三	sān	sa¹/³	sa³³	sa²⁴	sɔ⁵⁵	so³³	sa⁵⁵	so³³	sa³³
214	894.0	correct	正确	zhèngquè		xo⁵⁵	tsɛ²⁴	ŋa²⁴tsɿ⁵⁵		dʒu²¹	ka³³tɛ̠²¹	xɨ³³
215	526.0	bite	咬	yǎo	kʰo̠ᶫ	kʰo̠²¹	kʰo⁵³	kʰu⁴²	kʰo³³	kʰu²¹	kʰu̠²¹	kʰo⁵³
216	453.0	hammer	锤子	chuízi		tɕʰue²¹		tsʰue²¹	xu³⁵tɕʰuɛ²¹tɕʰuɛ²¹	tɛ²¹lu⁵⁵	a²⁴tsu⁵⁵kʰuʲ⁵⁵jo³¹	xɨ³³tsʰuən²¹
217	215.0	thorn	刺	cì	dzy²	a⁵⁵dzy²¹	a⁵⁵dʑy²¹	dzə²¹	a⁴⁵dzy²¹	a⁵⁵dʒə²¹	a²⁴dʑi²¹	dzə²¹
218	547.0	pick (e.g., fruit)	摘 (摘果子)	zhāi	tsʰɛ̠H	tsʰa³³	tsʰɛ⁴⁴	tʰa³³		tɛ̠⁵⁵		pʰɛ˞⁵³
219	547.1	pick (e.g., fruit)	摘 (摘果子)	zhāi	xa̠ᶫ				xo⁴⁵³	xɛ̠²¹	xa̠ʔ²¹	
220	576.0	spend night	过夜	guòyè	he̠ᶫ	hɛ̠²¹	hɛ̃⁵³	xei⁴²	xai³³	xɛ̠²¹	ta̠ʔ²¹tɛʲ³³, xi̠²¹a³³	xai⁵³
221	930.0	eight	八	bā	he̠ᶫ	hiɛ̠²¹	hẽ⁵³	xei⁴²	xai³³	xɛ̠²¹	xɛ²¹	xai⁵³
222	289.0	bile	胆汁	dǎnzhī	ki¹ɣi¹	kɨ⁵⁵ɣɨ⁵⁵	kɨ²⁴ɣɨ²⁴	tɕi⁵⁵kʰa²¹ji²⁴	kɨ⁴⁵³ɣɨ³³	ja²¹ki⁵⁵ɣɨ⁵⁵	ɛ²¹ki²⁴ɣɨ²⁴	dan²¹ɣɨ³³
223	472.0	chopsticks	筷子	kuàizi	a¹dʒu³	a⁵⁵ɖʐə³³	a⁵⁵dʐv̩³³	a⁵⁵dzu³³	a⁵⁵dʐɤ̪˞³³	a⁵⁵dʒu³³	a²⁴dzu³³	a⁵⁵dzə³³
224		turtle	龟	guī								
225	152.0	tail	尾巴	wěibǎ	ʔmɛ²	ʔmɛ̤²¹	mɛʔ⁵³	mɛ²¹	mɛ˞²¹gɤ̪˞²¹ʂʅ²¹	jɛ²¹mɛ²¹	ɛ³³mɛ̠²¹	mɛ˞²¹tʰɛ˞²¹sɿ³³
226	152.1	tail	尾巴	wěibǎ	ʔmɛ²pʰɛ²							
227	258.0	buttocks	屁股	pìgǔ	daŋ¹	tsʰɿ²¹tə³³kʰə⁵⁵	du²⁴bə/ɛ²¹dzɿ³³	ta⁵⁵pə⁵⁵	da⁴⁴pʰi⁵⁵ku²¹	pʰɛ²¹dɛ²¹	kʰi³³dv̩²¹	tsʰɛ˞²¹bi³³bi³³
228	486.0	speech	话	huà	ɣɛ¹ʔli¹	vɛ⁵⁵	ɣɛ²⁴ʐʅ³³	ɣɔ²⁴li⁵⁵	gv̩˞²⁴ʐʅ⁵³	da²¹	da²¹,kʰe²¹	bei⁵⁵ŋɛ³³
229	486.1	speech	话	huà	ɣɛ¹ʔli¹	vɛ⁵⁵	ɣɛ²⁴ʐʅ³³		gv̩˞²⁴ʐʅ⁵³		da²¹,kʰe²¹	bei⁵⁵ŋɛ³³
230		language	语言	yǔyán								
231	882.0	alive	活着	huózhe	ka²				xo³³kʰɨ³³la³³		ko⁵⁵a³³ko³³	
232	882.1	alive	活着	huózhe	zɛ¹dʒɛ²	zɛ⁵⁵dʑɛ̤²¹	zɛ²⁴	dza²⁴		tsa⁵⁵la²¹		zɛ˞³³
233	593.0	whittle	削	xiāo	tʃʰo̠H	tʂʰo̠³³	tʂʰu⁴⁴	ɕu³³	tʂʰu³³	pu⁵⁵	tsʰu³³	ɕu⁵³
234	515.0	poison	毒药	dúyào	do̠ᶫ	to̠²¹ʔnɛ̠³³tsʰɿ²¹	tu⁵⁵nɛ³³tsʰɿ²¹	tu⁴²nɛ³³tɕʰi²¹	du³³	tu²¹na³³tɕʰi²¹	tu̠ʔ³¹na³³tɕʰi²¹	tu⁵⁵
235	148.1	wing	翅膀	chìbǎng	du¹le̠ᶫ	də⁵⁵lɛ̠²¹	dv̩²⁴le⁵³	dɤ̪²⁴lei⁴²	dɤ̪˞²⁴lɛi³³		ɛ²¹dv̩²⁴li²¹	dɤ̪³³lai⁵³
236	148.0	wing	翅膀	chìbǎng	du¹le̠ᶫ	də⁵⁵lɛ̠²¹	dv̩²⁴le⁵³	dɤ̪²⁴lei⁴²	dɤ̪˞²⁴lɛi³³	du⁵⁵lɛ̠²¹	ɛ²¹dv̩²⁴li²¹	dɤ̪³³lai⁵³
237	887.0	same	一样 (相同)	yīyàng	ʃy²	sy²¹	ɕy²¹	sə²¹	sy²¹	sə²¹	sə²¹	sə²¹, a²¹ja⁵³
238	268.0	knee	膝/膝盖	xī/xīgài		ɦɛ⁵⁵o³³dzɿ³³	kʰɨ⁴⁴tsɿ⁵³	tɕʰi⁵⁵tɕʰi³³na⁵⁵kʰɤ̪³³	po³³lo³³kai⁴⁵³	bu⁵⁵lu³³kʰu⁵⁵	ba²⁴na⁵⁵kʰu³³	kʰə⁴⁴tsɿ⁴⁴tʰɛ˞⁵³
239	725.0	burn	焚 (烧)	fén(shāo/huǐ)	kʰu¹	kʰə⁵⁵, ba⁵⁵	kᶠʰv̩²⁴	kʰɤ̪⁵⁵	ĩ³³	tɕi³³	bo²⁴	kʰo³³, pʰə²¹, i³³
240	725.1	burn	焚 (烧)	fén(shāo/huǐ)	ty̠ᶫ			tɛ⁴²				
241	807.0	dull	钝 (刀钝)	dùn	du²	də²¹	dv̩²⁴	bə²⁴			zu²¹	dɤ̪²¹
242	807.1	dull	钝 (刀钝)	dùn	ly³	ly³³				lə³³		
243	208.0	cooked rice	饭	fàn	dza¹	dza⁵⁵	dza²⁴	dzɔ²⁴	dzo²⁴	dzo⁵⁵	dzo²⁴	dza³³
244	521.0	eat	吃	chī	dza²	dza̤²¹	dza²¹	dzɔ²¹	dzo²¹	dzo²¹	dzo²¹	dza²¹
245	478.0	bridge	桥	qiáo	dzy¹	dzy⁵⁵	dʑy²⁴	dzə²⁴	to²¹dʑy²⁴	ɣɨ⁵⁵dʑɛ⁵⁵	gaŋ²⁴gɨ̠²¹	dzə²¹dzə³³
